year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2017,1,B6,JetBlue Airways,CHS,"Charleston, SC: Charleston AFB/International",188,39,18.69,0.98,6,0.57,12.76,4,0,2575,1129,55,194,45,1152
2017,1,B6,JetBlue Airways,CLE,"Cleveland, OH: Cleveland-Hopkins International",115,26,11.34,0,3.72,1.18,9.76,3,0,1389,524,0,180,37,648
2017,1,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",116,17,11.38,0,3.24,1,1.39,3,0,1030,614,0,324,15,77
2017,1,B6,JetBlue Airways,DAB,"Daytona Beach, FL: Daytona Beach International",31,1,0.19,0,0.29,0,0.52,1,0,99,19,0,29,0,51
2017,1,B6,JetBlue Airways,DCA,"Washington, DC: Ronald Reagan Washington National",901,179,68.99,1.54,53.3,0.37,54.79,12,4,9834,3442,57,2321,10,4004
2017,1,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",89,22,5.98,0.05,9.38,0,6.59,0,0,1229,341,5,294,0,589
2017,1,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",51,12,5.89,0,4.25,0,1.87,1,0,418,172,0,142,0,104
2017,1,B6,JetBlue Airways,DTW,"Detroit, MI: Detroit Metro Wayne County",119,38,16.74,0,6.7,0.98,13.57,2,0,2249,1045,0,212,55,937
2017,1,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",863,301,68.76,0.11,155.56,1.07,75.49,25,0,19804,4756,24,8109,94,6821
2017,1,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2123,496,163.84,5.58,95.63,3.42,227.53,82,6,39411,11823,942,6290,112,20244
2017,1,B6,JetBlue Airways,HOU,"Houston, TX: William P Hobby",62,11,5.27,0,2.22,0.48,3.04,1,0,996,549,0,150,20,277
2017,1,B6,JetBlue Airways,HPN,"White Plains, NY: Westchester County",341,109,37.91,1.44,17.65,1.3,50.71,10,4,7606,2612,66,577,95,4256
2017,1,B6,JetBlue Airways,IAD,"Washington, DC: Washington Dulles International",169,34,14.29,0.88,7.61,0.17,11.06,2,0,1710,886,32,300,6,486
2017,1,B6,JetBlue Airways,JAX,"Jacksonville, FL: Jacksonville International",273,48,21.45,0.63,10.02,0.75,15.16,4,0,2868,1111,78,405,67,1207
2017,1,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3421,821,233.27,12.13,240.13,2.65,332.81,69,5,62719,16580,759,17370,176,27834
2017,1,B6,JetBlue Airways,LAS,"Las Vegas, NV: McCarran International",492,165,41.86,6.64,66.5,2.08,47.93,11,1,13521,3897,664,4343,200,4417
2017,1,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",484,189,43.45,3.13,122.92,1.42,18.09,4,4,8997,2378,243,4838,42,1496
2017,1,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",532,184,53.56,1.5,92.79,2.49,33.66,17,2,12141,3116,163,5641,172,3049
2017,1,B6,JetBlue Airways,LGB,"Long Beach, CA: Long Beach Airport",1033,285,64.01,1.97,59.37,1,158.66,27,9,20204,3647,221,2378,69,13889
2017,1,B6,JetBlue Airways,MCO,"Orlando, FL: Orlando International",1656,403,124.46,4.59,95.79,0.27,177.88,30,5,27219,7197,962,4655,12,14393
2017,1,B6,JetBlue Airways,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",157,20,11.56,0,5.44,0,3,3,1,957,611,0,175,0,171
2017,1,B6,JetBlue Airways,OAK,"Oakland, CA: Metropolitan Oakland International",143,39,20.96,0.71,4.4,0,12.94,6,2,2892,1643,55,251,0,943
2017,1,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",170,49,21.11,1.3,14.6,0.46,11.53,3,1,3008,1662,168,508,32,638
2017,1,B6,JetBlue Airways,ORH,"Worcester, MA: Worcester Regional",62,12,6.59,0,3.29,0,2.11,4,0,516,349,0,84,0,83
2017,1,B6,JetBlue Airways,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",717,190,66.01,2.42,47.1,2.13,72.35,15,1,11382,3360,199,2075,70,5678
2017,1,B6,JetBlue Airways,PDX,"Portland, OR: Portland International",80,21,5.9,0.38,1.5,0,13.22,0,3,1125,256,45,56,0,768
2017,1,B6,JetBlue Airways,PHL,"Philadelphia, PA: Philadelphia International",181,61,18.22,0.5,21.23,0,21.05,4,0,5138,1064,8,1586,0,2480
2017,1,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",62,20,9.93,0.78,7.69,0,1.6,1,0,877,394,171,191,0,121
2017,1,B6,JetBlue Airways,PIT,"Pittsburgh, PA: Pittsburgh International",143,26,15.26,1.06,5.59,0,4.08,2,0,1159,695,34,258,0,172
2017,1,B6,JetBlue Airways,PSE,"Ponce, PR: Mercedita",74,24,13.98,0.29,2.37,0,7.35,3,0,1671,669,31,100,0,871
2017,1,B6,JetBlue Airways,PSP,"Palm Springs, CA: Palm Springs International",31,13,4.11,0,7.74,0,1.15,1,1,627,252,0,290,0,85
2017,1,B6,JetBlue Airways,PVD,"Providence, RI: Theodore Francis Green State",93,23,6.78,0.57,5.34,0,10.31,5,0,1240,411,62,141,0,626
2017,1,B6,JetBlue Airways,PWM,"Portland, ME: Portland International Jetport",93,11,5.63,1.27,0.43,0,3.67,3,0,760,346,116,29,0,269
2017,1,B6,JetBlue Airways,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",220,44,20.19,1.38,11.16,0.35,10.92,7,0,2222,948,132,458,35,649
2017,1,B6,JetBlue Airways,RIC,"Richmond, VA: Richmond International",194,26,12.46,0.8,4.71,0,8.03,3,0,1349,594,12,185,0,558
2017,1,B6,JetBlue Airways,RNO,"Reno, NV: Reno/Tahoe International",54,10,4.84,0.95,3.07,0,1.13,2,0,562,370,19,133,0,40
2017,1,B6,JetBlue Airways,ROC,"Rochester, NY: Greater Rochester International",118,24,10.85,0.41,5.79,0,6.94,2,1,1748,717,27,227,0,777
2017,1,B6,JetBlue Airways,RSW,"Fort Myers, FL: Southwest Florida International",505,91,35.36,2.02,23.46,0,30.16,12,1,5887,1958,390,1262,0,2277
2017,1,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",136,41,12.64,0.28,22.82,0,5.25,2,13,1695,697,27,745,0,226
2017,1,B6,JetBlue Airways,SAV,"Savannah, GA: Savannah/Hilton Head International",93,15,7.29,2.24,3.23,0,2.24,1,1,1165,593,312,117,0,143
2017,1,B6,JetBlue Airways,SEA,"Seattle, WA: Seattle/Tacoma International",143,38,14.06,0,9.43,0.18,14.33,1,4,1895,721,0,329,30,815
2017,1,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",558,208,37.21,6.18,113.04,2.5,49.07,17,15,17081,2464,590,8659,195,5173
2017,1,B6,JetBlue Airways,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",162,26,7.9,0.24,6.43,0,11.43,2,13,1621,661,9,214,0,737
2017,1,B6,JetBlue Airways,SJU,"San Juan, PR: Luis Munoz Marin International",879,192,85.87,2.66,34.25,2,67.22,9,0,11672,5328,261,1415,40,4628
2017,1,B6,JetBlue Airways,SLC,"Salt Lake City, UT: Salt Lake City International",216,78,27.56,2.41,25.92,0,22.11,2,0,4893,1911,379,1134,0,1469
2017,1,B6,JetBlue Airways,SMF,"Sacramento, CA: Sacramento International",82,22,6.21,0.76,4.67,0,10.35,3,2,1292,354,38,181,0,719
2017,1,B6,JetBlue Airways,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",62,8,2.71,0,3.34,0,1.95,2,0,431,183,0,125,0,123
2017,1,B6,JetBlue Airways,STT,"Charlotte Amalie, VI: Cyril E King",97,14,5.3,0,3.68,0.34,4.69,0,0,662,175,0,145,43,299
2017,1,B6,JetBlue Airways,STX,"Christiansted, VI: Henry E. Rohlsen",31,8,3.11,0,0.41,0,4.47,0,0,432,177,0,12,0,243
2017,1,B6,JetBlue Airways,SWF,"Newburgh/Poughkeepsie, NY: Stewart International",62,9,5.49,0,1.8,0,1.71,2,0,375,282,0,47,0,46
2017,1,B6,JetBlue Airways,SYR,"Syracuse, NY: Syracuse Hancock International",155,45,20.15,1.43,7.19,1.24,14.99,3,0,2731,1326,110,285,73,937
2017,1,B6,JetBlue Airways,TPA,"Tampa, FL: Tampa International",436,108,39.86,0.59,24.66,0,42.88,9,1,6927,2157,43,1303,0,3424
2017,1,DL,Delta Air Lines Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",25,3,1.09,0,0,0,1.91,0,0,244,40,0,0,0,204
2017,1,DL,Delta Air Lines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",81,21,12.45,1.61,3.9,0,3.04,1,0,1741,991,49,182,0,519
2017,1,DL,Delta Air Lines Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",48,6,2.61,0.41,0,0,2.98,1,0,722,370,52,0,0,300
2017,1,DL,Delta Air Lines Inc.,ALB,"Albany, NY: Albany International",86,13,7.01,0.66,1.42,0,3.9,1,0,1238,979,26,68,0,165
2017,1,DL,Delta Air Lines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",109,13,6.18,0.44,2.17,0,4.2,0,0,1463,852,31,296,0,284
2017,1,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19181,2722,773.26,170.76,783.23,1,993.76,302,70,253070,92851,22326,56637,28,81228
2017,1,DL,Delta Air Lines Inc.,ATW,"Appleton, WI: Appleton International",31,7,4,1,0,0,2,1,0,2133,1261,740,0,0,132
2017,1,DL,Delta Air Lines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",333,62,24.88,11.9,8.35,0,16.88,4,0,5393,1923,1646,383,0,1441
2017,1,DL,Delta Air Lines Inc.,AVL,"Asheville, NC: Asheville Regional",54,9,5.52,2,1.03,0,0.45,2,0,688,433,201,37,0,17
2017,1,DL,Delta Air Lines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",27,3,0.67,0.35,0,0,1.98,1,1,330,86,23,0,0,221
2017,1,DL,Delta Air Lines Inc.,BDL,"Hartford, CT: Bradley International",306,56,29.97,6.72,8.65,0,10.66,2,0,4215,2466,860,396,0,493
2017,1,DL,Delta Air Lines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",229,32,13.62,4.36,5.08,0,8.94,6,0,2914,1225,271,302,0,1116
2017,1,DL,Delta Air Lines Inc.,BIL,"Billings, MT: Billings Logan International",61,7,2.14,0.63,2.66,0,1.57,1,0,437,159,86,135,0,57
2017,1,DL,Delta Air Lines Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",30,4,2,1,1,0,0,0,0,205,159,21,25,0,0
2017,1,DL,Delta Air Lines Inc.,BMI,"Bloomington/Normal, IL: Central Illinois Regional",25,3,0.46,0.03,0.33,0,2.18,0,0,462,24,6,6,0,426
2017,1,DL,Delta Air Lines Inc.,BNA,"Nashville, TN: Nashville International",419,81,34.41,10.32,13.62,0,22.65,5,0,5236,2219,909,663,0,1445
2017,1,DL,Delta Air Lines Inc.,BOI,"Boise, ID: Boise Air Terminal",63,17,8.35,1.75,3.26,0,3.63,0,0,1157,798,76,95,0,188
2017,1,DL,Delta Air Lines Inc.,BOS,"Boston, MA: Logan International",1222,236,83.56,16.78,77.62,0,58.05,8,2,17310,7377,1801,3457,0,4675
2017,1,DL,Delta Air Lines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",21,1,0.18,0,0.69,0,0.12,0,0,65,12,0,45,0,8
2017,1,DL,Delta Air Lines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",168,27,9.53,2.42,8.75,0,6.3,3,2,1932,601,156,358,0,817
2017,1,DL,Delta Air Lines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",541,95,44.61,13.84,15.05,0,21.5,2,0,6696,3125,1183,759,0,1629
2017,1,DL,Delta Air Lines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",71,17,8.28,2.34,3.9,0,2.49,0,0,1285,417,662,115,0,91
2017,1,DL,Delta Air Lines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",85,13,6.4,0.54,0.89,0,5.17,0,0,694,311,30,57,0,296
2017,1,DL,Delta Air Lines Inc.,CAK,"Akron, OH: Akron-Canton Regional",109,11,2.3,2.31,2.23,0,4.16,2,1,1199,335,299,84,0,481
2017,1,DL,Delta Air Lines Inc.,CHA,"Chattanooga, TN: Lovell Field",69,10,5.59,2.09,0.1,0,2.22,1,0,1147,725,150,16,0,256
2017,1,DL,Delta Air Lines Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",35,7,3,2.97,1.03,0,0,1,0,1320,407,895,18,0,0
2017,1,DL,Delta Air Lines Inc.,CHS,"Charleston, SC: Charleston AFB/International",286,53,25.75,8.71,6.07,0,12.48,3,0,4325,2033,695,380,0,1217
2017,1,DL,Delta Air Lines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",31,6,1.95,0.79,2.39,0,0.87,1,0,966,150,139,537,0,140
2017,1,DL,Delta Air Lines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",195,28,12.68,6.81,3.12,0,5.39,3,2,2828,1237,713,244,0,634
2017,1,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",431,75,29.37,9.28,18.26,0,18.08,3,0,4654,2176,644,662,0,1172
2017,1,DL,Delta Air Lines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",275,48,23.85,7.4,5.6,0,11.14,6,2,4743,2201,1056,337,0,1149
2017,1,DL,Delta Air Lines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",22,7,3.58,0,2.55,0,0.87,0,0,419,255,0,76,0,88
2017,1,DL,Delta Air Lines Inc.,CRW,"Charleston/Dunbar, WV: Yeager",25,3,1.28,0.27,0.08,0,1.37,1,0,402,195,29,12,0,166
2017,1,DL,Delta Air Lines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",491,82,31.02,9.88,11.98,0,29.12,2,1,6944,2114,1799,475,0,2556
2017,1,DL,Delta Air Lines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",119,23,6.37,4.85,4.33,0,7.45,0,0,1954,741,381,281,0,551
2017,1,DL,Delta Air Lines Inc.,DAL,"Dallas, TX: Dallas Love Field",132,24,9.2,1.87,7.78,0,5.15,3,0,834,379,37,199,0,219
2017,1,DL,Delta Air Lines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",115,21,6.92,4.9,4.11,0,5.07,2,0,1583,263,755,128,0,437
2017,1,DL,Delta Air Lines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",692,142,50.51,11.93,44.1,0,35.46,8,3,9419,3244,1181,2023,0,2971
2017,1,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",649,168,62.31,11.06,65.28,0,29.35,6,0,12078,5285,840,3465,0,2488
2017,1,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",429,56,26.85,9.74,9.88,0,9.53,2,1,5024,1940,1037,648,0,1399
2017,1,DL,Delta Air Lines Inc.,DSM,"Des Moines, IA: Des Moines International",72,9,2.85,0.9,2.66,0,2.59,0,0,681,160,35,92,0,394
2017,1,DL,Delta Air Lines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",4157,586,196.97,31.26,158.79,0,198.97,28,3,43489,19522,3908,6878,0,13181
2017,1,DL,Delta Air Lines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",142,28,10.94,2.22,4.04,0,10.81,1,1,2350,1091,341,214,0,704
2017,1,DL,Delta Air Lines Inc.,EGE,"Eagle, CO: Eagle County Regional",31,5,0.51,0.07,3.53,0,0.88,0,2,257,15,7,155,0,80
2017,1,DL,Delta Air Lines Inc.,ELP,"El Paso, TX: El Paso International",59,12,6.41,3.19,1.07,0,1.32,1,0,1163,685,353,79,0,46
2017,1,DL,Delta Air Lines Inc.,EVV,"Evansville, IN: Evansville Regional",31,9,1.88,1.16,0.64,0,5.33,1,1,705,85,52,14,0,554
2017,1,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",378,106,17.13,7.43,73.49,0,7.95,9,0,6912,1820,759,3734,0,599
2017,1,DL,Delta Air Lines Inc.,EYW,"Key West, FL: Key West International",125,15,2.62,3.73,3.88,0,4.77,1,3,959,156,409,165,0,229
2017,1,DL,Delta Air Lines Inc.,FAR,"Fargo, ND: Hector International",54,15,9.04,1,2.16,0,2.8,0,0,904,707,16,96,0,85
2017,1,DL,Delta Air Lines Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",55,7,4.19,0.39,0.83,0,1.58,2,0,524,144,72,136,0,172
2017,1,DL,Delta Air Lines Inc.,FCA,"Kalispell, MT: Glacier Park International",25,3,0,1,0.15,0,1.85,0,1,598,0,449,9,0,140
2017,1,DL,Delta Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",961,145,65.24,11.43,37.14,1,30.18,38,4,10863,4393,1104,1879,250,3237
2017,1,DL,Delta Air Lines Inc.,FNT,"Flint, MI: Bishop International",87,8,4.26,0.32,1.09,0,2.33,4,0,505,252,18,35,0,200
2017,1,DL,Delta Air Lines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",72,18,11.12,0.19,3.41,0,3.28,0,0,1449,1107,20,134,0,188
2017,1,DL,Delta Air Lines Inc.,GEG,"Spokane, WA: Spokane International",107,22,9.22,3.74,4.77,0,4.26,0,1,2874,1021,1354,158,0,341
2017,1,DL,Delta Air Lines Inc.,GNV,"Gainesville, FL: Gainesville Regional",50,6,4,0.42,1,0,0.58,0,0,326,275,13,20,0,18
2017,1,DL,Delta Air Lines Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",80,5,0.92,0.24,2.5,0,1.35,3,1,486,106,27,129,0,224
2017,1,DL,Delta Air Lines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,1,DL,Delta Air Lines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",239,40,19.83,1.99,7.38,0,10.8,6,2,2848,1845,146,221,0,636
2017,1,DL,Delta Air Lines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",208,31,13.94,6.3,2.95,0,7.81,3,0,2193,851,425,157,0,760
2017,1,DL,Delta Air Lines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",170,26,14.34,4.37,0.68,0,6.61,3,0,2643,1759,204,39,0,641
2017,1,DL,Delta Air Lines Inc.,HDN,"Hayden, CO: Yampa Valley",28,11,4.43,1.05,5.07,0,0.45,0,1,451,172,31,239,0,9
2017,1,DL,Delta Air Lines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",283,80,25.54,5.27,28.72,0,20.47,1,0,6225,2974,588,1095,0,1568
2017,1,DL,Delta Air Lines Inc.,HOU,"Houston, TX: William P Hobby",163,21,5.56,4.78,4.73,0,5.93,3,1,1457,433,602,153,0,269
2017,1,DL,Delta Air Lines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",170,23,7.4,5.44,6.11,0,4.04,2,0,1965,624,557,184,0,600
2017,1,DL,Delta Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",192,30,12.51,4.67,3.55,0,9.26,2,0,2299,642,515,279,0,863
2017,1,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",250,40,21.04,4.29,5.82,0,8.85,3,3,3165,1727,430,251,0,757
2017,1,DL,Delta Air Lines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",88,12,2.81,3.9,1.86,0,3.43,1,0,1413,528,649,76,0,160
2017,1,DL,Delta Air Lines Inc.,ILM,"Wilmington, NC: Wilmington International",31,7,3.95,0.8,0,0,2.24,2,0,1001,225,281,0,0,495
2017,1,DL,Delta Air Lines Inc.,IND,"Indianapolis, IN: Indianapolis International",320,57,27.99,7.8,10.53,0,10.67,2,0,4760,2141,796,684,0,1139
2017,1,DL,Delta Air Lines Inc.,JAC,"Jackson, WY: Jackson Hole",66,20,6.77,3.62,5.99,0,3.62,0,2,1383,466,461,299,0,157
2017,1,DL,Delta Air Lines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",147,24,8.33,3.92,2.6,0,9.15,3,0,2123,650,289,65,0,1119
2017,1,DL,Delta Air Lines Inc.,JAX,"Jacksonville, FL: Jacksonville International",363,56,22.85,8.27,9.93,0,14.95,1,0,4800,1450,932,752,0,1666
2017,1,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",2393,449,140.12,28.31,143.06,1,136.51,19,5,39249,12917,3271,10512,18,12531
2017,1,DL,Delta Air Lines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",59,15,8.38,0.84,4.53,0,1.25,1,0,869,563,127,145,0,34
2017,1,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",1176,326,81.25,21.26,163.2,0,60.29,4,1,21182,6852,1781,7648,0,4901
2017,1,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2324,771,147.73,37.73,470.53,0,115.02,10,3,46037,12765,3502,20864,0,8906
2017,1,DL,Delta Air Lines Inc.,LEX,"Lexington, KY: Blue Grass",96,19,8.98,1.5,2.29,0,6.22,1,0,1537,612,95,74,0,756
2017,1,DL,Delta Air Lines Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",31,2,0.91,0.71,0,0,0.38,1,0,210,176,12,0,0,22
2017,1,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",1942,439,113.13,19.12,213.82,1,91.94,26,11,36112,14110,2756,11514,28,7704
2017,1,DL,Delta Air Lines Inc.,LIH,"Lihue, HI: Lihue Airport",31,12,3.99,0.26,2.61,0,5.14,0,0,499,223,14,57,0,205
2017,1,DL,Delta Air Lines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",167,27,12.62,4.74,4.04,0,5.6,4,0,1855,741,467,193,0,454
2017,1,DL,Delta Air Lines Inc.,MCI,"Kansas City, MO: Kansas City International",478,81,35.19,9,16.1,0,20.71,6,0,8390,3221,3016,770,0,1383
2017,1,DL,Delta Air Lines Inc.,MCO,"Orlando, FL: Orlando International",1501,238,83.74,25.03,68.12,0,61.11,16,6,17198,6217,2518,2876,0,5587
2017,1,DL,Delta Air Lines Inc.,MDT,"Harrisburg, PA: Harrisburg International",76,9,6.19,0.35,0.81,0,1.65,3,0,431,165,53,21,0,192
2017,1,DL,Delta Air Lines Inc.,MDW,"Chicago, IL: Chicago Midway International",192,23,8.75,2.91,2.38,0,8.96,4,2,1729,735,254,156,0,584
2017,1,DL,Delta Air Lines Inc.,MEM,"Memphis, TN: Memphis International",359,69,31.07,8.8,14.81,0,14.32,12,0,5160,2840,552,827,0,941
2017,1,DL,Delta Air Lines Inc.,MHT,"Manchester, NH: Manchester-Boston Regional",31,7,3.96,0.19,1.29,0,1.56,1,0,628,417,30,23,0,158
2017,1,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",829,146,64.61,17.97,27.35,0,36.07,7,3,11743,5358,1797,1517,0,3071
2017,1,DL,Delta Air Lines Inc.,MKE,"Milwaukee, WI: General Mitchell International",407,64,24.21,6.89,16.22,0,16.68,3,2,4523,1756,623,929,0,1215
2017,1,DL,Delta Air Lines Inc.,MLB,"Melbourne, FL: Melbourne International",102,13,5.6,3,3.33,0,1.07,0,0,2162,876,1007,258,0,21
2017,1,DL,Delta Air Lines Inc.,MOB,"Mobile, AL: Mobile Regional",46,5,1.32,0.31,1.12,0,2.24,1,0,701,133,22,26,0,520
2017,1,DL,Delta Air Lines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",222,41,18.32,1.48,9.22,0,11.98,1,0,2404,1187,103,263,0,851
2017,1,DL,Delta Air Lines Inc.,MSO,"Missoula, MT: Missoula International",28,4,2.1,0,0.35,0,1.56,0,1,244,163,0,9,0,72
2017,1,DL,Delta Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",4509,734,232.15,46.4,194.83,1,259.63,26,7,56022,25615,3497,8480,30,18400
2017,1,DL,Delta Air Lines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",596,102,39.2,10.05,17.55,0,35.2,3,0,7265,3216,865,845,0,2339
2017,1,DL,Delta Air Lines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",6,2,0.04,0.09,1.23,0,0.64,0,0,231,9,19,64,0,139
2017,1,DL,Delta Air Lines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",52,6,4.31,0.83,0.33,0,0.53,1,0,695,428,171,49,0,47
2017,1,DL,Delta Air Lines Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",20,3,2.26,0,0.66,0,0.08,0,0,228,159,0,59,0,10
2017,1,DL,Delta Air Lines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",86,28,7.82,1.66,10.2,0,8.33,0,0,1756,549,158,496,0,553
2017,1,DL,Delta Air Lines Inc.,OGG,"Kahului, HI: Kahului Airport",92,22,9.78,0.93,6.73,0,4.55,0,2,1507,840,56,268,0,343
2017,1,DL,Delta Air Lines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",166,15,6.3,3.1,2.32,0,3.28,4,0,2428,881,1234,77,0,236
2017,1,DL,Delta Air Lines Inc.,OMA,"Omaha, NE: Eppley Airfield",219,35,18.74,2.26,6.13,0,7.87,3,0,3246,2179,197,224,0,646
2017,1,DL,Delta Air Lines Inc.,ONT,"Ontario, CA: Ontario International",30,7,1.51,0.97,3.43,0,1.09,0,0,811,42,598,134,0,37
2017,1,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",541,116,39.59,11.17,43.64,0,21.6,7,2,9257,3418,1045,2754,0,2040
2017,1,DL,Delta Air Lines Inc.,ORF,"Norfolk, VA: Norfolk International",244,35,13.53,6.46,5.83,0,9.18,9,0,3543,934,1582,297,0,730
2017,1,DL,Delta Air Lines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",600,109,53.62,13.06,21.62,0,20.7,7,2,8694,4960,1061,1016,0,1657
2017,1,DL,Delta Air Lines Inc.,PDX,"Portland, OR: Portland International",491,116,35.73,10.96,32.7,0,36.61,1,4,7644,2288,1240,1526,0,2590
2017,1,DL,Delta Air Lines Inc.,PHF,"Newport News/Williamsburg, VA: Newport News/Williamsburg International",25,3,0.35,1.22,0,0,1.43,0,0,1235,55,995,2,0,183
2017,1,DL,Delta Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",525,105,35.12,9.83,41.49,0,18.56,5,0,8514,3158,1096,2945,0,1315
